mpl_name,mpl_radj,mpl_bmassj,mpl_bmassprov,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_orbincl,mpl_dens,mpl_orblper,mpl_ratror,mpl_discmethod,mpl_disc,mpl_reflink,mpl_def,mst_rad,mst_mass,mst_raderr1,mst_raderr2,mst_masserr1,mst_masserr2,mpl_radjerr1,mpl_radjerr2,mpl_bmassjerr1,mpl_bmassjerr2,mpl_bmassjlim,mpl_orbpererr1,mpl_orbpererr2,mpl_orbsmaxerr1,mpl_orbsmaxerr2,mpl_ratrorerr1,mpl_ratrorerr2,rowupdate,mpl_publ_date
Kepler-272 d,,,,10.93735256,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000695,-0.00000695,,,,,2016-07-28,2014-03
Kepler-782 b,,,,158.68528766,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000957,-0.00000957,,,,,2016-07-28,
Kepler-273 c,,,,8.01497676,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000651,-0.00000651,,,,,2016-07-28,2014-03
Kepler-784 b,,,,31.59268054,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00002049,-0.00002049,,,,,2016-07-28,
Kepler-785 b,,,,1.97376092,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000005,-0.00000005,,,,,2016-07-28,
Kepler-274 c,,,,33.19720500,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00002371,-0.00002371,,,,,2016-07-28,2014-03
Kepler-275 c,,,,16.08815621,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000705,-0.00000705,,,,,2016-07-28,2014-03
Kepler-275 d,,,,35.67449258,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00002111,-0.00002111,,,,,2016-07-28,2014-03
Kepler-786 b,,,,53.52930722,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000659,-0.00000659,,,,,2016-07-28,
Kepler-276 c,,,,31.88355187,,,,,,,Transit,2013,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001309,-0.00001309,,,,,2016-07-28,2014-02
Kepler-276 b,,,,14.12832044,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000666,-0.00000666,,,,,2016-07-28,2014-03
Kepler-276 d,,,,48.64704652,,,,,,,Transit,2013,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00003130,-0.00003130,,,,,2016-07-28,2014-02
Kepler-788 b,,,,8.39827939,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001395,-0.00001395,,,,,2016-07-28,
Kepler-789 b,,,,8.63848757,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000355,-0.00000355,,,,,2016-07-28,
Kepler-790 b,,,,13.73474659,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000349,-0.00000349,,,,,2016-07-28,
Kepler-791 b,,,,14.55403948,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000902,-0.00000902,,,,,2016-07-28,
Kepler-277 b,,,,17.32405491,,,,,,,Transit,2013,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000600,-0.00000600,,,,,2016-07-28,2014-02
Kepler-277 c,,,,33.00669147,,,,,,,Transit,2013,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000926,-0.00000926,,,,,2016-07-28,2014-02
Kepler-794 b,,,,11.13120762,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000427,-0.00000427,,,,,2016-07-28,
Kepler-795 b,,,,29.61953353,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000420,-0.00000420,,,,,2016-07-28,
Kepler-278 b,,,,30.16021152,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000905,-0.00000905,,,,,2016-07-28,2014-03
Kepler-1242 b,,,,13.62802074,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000491,-0.00000491,,,,,2016-07-28,
Kepler-758 d,,,,20.49716970,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001550,-0.00001550,,,,,2016-07-28,
Kepler-759 b,,,,41.80695945,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001424,-0.00001424,,,,,2016-07-28,
Kepler-760 b,,,,8.70419734,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000164,-0.00000164,,,,,2016-07-28,
Kepler-266 b,,,,6.61833608,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000562,-0.00000562,,,,,2016-07-28,2014-03
Kepler-266 c,,,,107.72155986,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00002088,-0.00002088,,,,,2016-07-28,2014-03
Kepler-761 b,,,,10.12810209,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000403,-0.00000403,,,,,2016-07-28,
Kepler-762 b,,,,3.77055251,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000015,-0.00000015,,,,,2016-07-28,
Kepler-267 b,,,,3.35373823,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000153,-0.00000153,,,,,2016-07-28,2014-03
Kepler-267 c,,,,6.87745863,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000133,-0.00000133,,,,,2016-07-28,2014-03
Kepler-267 d,,,,28.46459193,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000330,-0.00000330,,,,,2016-07-28,2014-03
Kepler-765 b,,,,27.66547244,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000518,-0.00000518,,,,,2016-07-28,
Kepler-418 b,,,,86.67862165,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000115,-0.00000115,,,,,2016-07-28,2014-07
Kepler-766 b,,,,6.10030088,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000428,-0.00000428,,,,,2016-07-28,
Kepler-767 b,,,,161.52811673,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000193,-0.00000193,,,,,2016-07-28,
Kepler-24 c,,,,12.33346255,,,,,,,Transit,2011,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001017,-0.00001017,,,,,2016-07-28,2012-05
Kepler-24 b,,,,8.14518217,,,,,,,Transit,2011,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000611,-0.00000611,,,,,2016-07-28,2012-05
Kepler-1186 b,,,,16.07671404,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000553,-0.00000553,,,,,2016-07-28,
Kepler-1187 b,,,,18.87060702,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000332,-0.00000332,,,,,2016-07-28,
Kepler-1188 b,,,,17.13689021,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001020,-0.00001020,,,,,2016-07-28,
Kepler-1190 b,,,,10.45844730,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000604,-0.00000604,,,,,2016-07-28,
Kepler-1192 b,,,,25.20299395,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000644,-0.00000644,,,,,2016-07-28,
Kepler-1194 b,,,,16.22357095,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000603,-0.00000603,,,,,2016-07-28,
Kepler-1196 b,,,,66.18404616,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000538,-0.00000538,,,,,2016-07-28,
Kepler-1199 b,,,,15.04477548,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001014,-0.00001014,,,,,2016-07-28,
Kepler-1201 b,,,,15.18743529,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001083,-0.00001083,,,,,2016-07-28,
Kepler-1202 b,,,,28.68559839,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000929,-0.00000929,,,,,2016-07-28,
Kepler-1204 b,,,,85.73629505,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001264,-0.00001264,,,,,2016-07-28,
Kepler-381 c,,,,13.39144182,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000767,-0.00000767,,,,,2016-07-28,2014-03
Kepler-381 b,,,,5.62911460,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000615,-0.00000615,,,,,2016-07-28,2014-03
Kepler-430 b,,,,35.96807699,,,,,,,Transit,2015,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000643,-0.00000643,,,,,2016-07-28,2015-02
Kepler-1209 b,,,,25.36903196,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000878,-0.00000878,,,,,2016-07-28,
Kepler-1211 b,,,,11.01814619,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000733,-0.00000733,,,,,2016-07-28,
Kepler-1212 b,,,,12.94126731,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000988,-0.00000988,,,,,2016-07-28,
Kepler-1214 b,,,,18.82643950,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000531,-0.00000531,,,,,2016-07-28,
Kepler-1218 b,,,,22.92213644,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001233,-0.00001233,,,,,2016-07-28,
Kepler-1219 b,,,,16.10438325,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000971,-0.00000971,,,,,2016-07-28,
Kepler-1221 b,,,,12.00100299,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000989,-0.00000989,,,,,2016-07-28,
Kepler-1223 b,,,,16.30137438,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001084,-0.00001084,,,,,2016-07-28,
Kepler-1224 b,,,,13.32360062,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000862,-0.00000862,,,,,2016-07-28,
Kepler-1226 b,,,,17.29206190,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001069,-0.00001069,,,,,2016-07-28,
Kepler-1227 b,,,,94.28933423,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001005,-0.00001005,,,,,2016-07-28,
Kepler-383 b,,,,12.90475989,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001004,-0.00001004,,,,,2016-07-28,2014-03
Kepler-384 b,,,,22.59680883,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001527,-0.00001527,,,,,2016-07-28,2014-03
Kepler-384 c,,,,45.34846534,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001554,-0.00001554,,,,,2016-07-28,2014-03
Kepler-1229 b,,,,86.82716991,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001809,-0.00001809,,,,,2016-07-28,
Kepler-1230 b,,,,9.95663424,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000560,-0.00000560,,,,,2016-07-28,
Kepler-1232 b,,,,26.78347382,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001117,-0.00001117,,,,,2016-07-28,
Kepler-1233 b,,,,45.12638103,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000884,-0.00000884,,,,,2016-07-28,
Kepler-1236 b,,,,31.05739412,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001743,-0.00001743,,,,,2016-07-28,
Kepler-385 c,,,,15.16221349,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001989,-0.00001989,,,,,2016-07-28,2014-03
Kepler-385 b,,,,10.04372368,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001181,-0.00001181,,,,,2016-07-28,2014-03
Kepler-1237 b,,,,84.57377970,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000538,-0.00000538,,,,,2016-07-28,
Kepler-386 c,,,,25.19370089,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001146,-0.00001146,,,,,2016-07-28,2014-03
Kepler-1241 b,,,,18.55256483,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000936,-0.00000936,,,,,2016-07-28,
Kepler-514 b,,,,5.65178735,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000255,-0.00000255,,,,,2016-07-28,
Kepler-515 b,,,,19.96364808,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000292,-0.00000292,,,,,2016-07-28,
Kepler-98 b,,,,1.54167548,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000072,-0.00000072,,,,,2016-07-28,2014-02
Kepler-135 b,,,,6.00253766,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000176,-0.00000176,,,,,2016-07-28,2014-03
Kepler-135 c,,,,11.44854220,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001239,-0.00001239,,,,,2016-07-28,2014-03
Kepler-517 b,,,,60.92832947,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000184,-0.00000184,,,,,2016-07-28,
Kepler-518 b,,,,8.51203687,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000053,-0.00000053,,,,,2016-07-28,
Kepler-99 b,,,,4.60357337,,,,,,,Transit,2014,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000074,-0.00000074,,,,,2016-07-28,2014-02
Kepler-519 b,,,,24.30788504,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000088,-0.00000088,,,,,2016-07-28,
Kepler-520 b,,,,19.67417637,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000400,-0.00000400,,,,,2016-07-28,
Kepler-1183 b,,,,28.50597485,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001582,-0.00001582,,,,,2016-07-28,
Kepler-1184 b,,,,53.59887191,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00001203,-0.00001203,,,,,2016-07-28,
TRAPPIST-1 b,,,,,,,89.390,,,,Transit,2016,<a refstr=DE_WIT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.537...69D/abstract target=ref>de Wit et al. 2016</a>,0,,,,,,,,,,,,,,,,,,2016-09-15,2016-05
TRAPPIST-1 c,,,,,,,89.580,,,,Transit,2016,<a refstr=DE_WIT_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.537...69D/abstract target=ref>de Wit et al. 2016</a>,0,,,,,,,,,,,,,,,,,,2016-09-15,2016-05
Kepler-507 b,,,,3.56808331,,,,,,,Transit,2016,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000259,-0.00000259,,,,,2016-07-28,
Kepler-449 b,,,,12.58222750,,,,,,,Transit,2015,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,0,,,,,,,,,,,,0.00000359,-0.00000359,,,,,2016-07-28,2015-08
