pl_name,pl_rvflag,pl_controvflag,pl_radj,pl_bmassj,pl_bmassprov,pl_bmassjlim,pl_radjerr1,pl_radjerr2,pl_bmassjerr1,pl_bmassjerr2,pl_orbper,pl_orbsmax,pl_orbpererr1,pl_orbpererr2,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbincl,pl_dens,pl_orblper,pl_ratror,pl_discmethod,pl_kepflag,pl_k2flag,pl_locale,pl_facility,pl_disc,pl_def_refname,pl_disc_refname,rowupdate,pl_publ_date,pl_insol,st_teff,st_metfe,st_metratio,pl_hostname,st_rad,st_mass,st_spstr,st_raderr1,st_raderr2,st_masserr1,st_masserr2
Kepler-1166 b,0,0,0.151,,,,0.055,-0.012,,,33.24068820,,0.00028000,-0.00028000,,,,,,,0.01752,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5446.00,-0.020,[Fe/H],Kepler-1166,0.86,0.90,,0.10,-0.06,0.04,-0.05
Kepler-1148 b,0,0,0.151,,,,0.009,-0.008,,,1.10446351,,0.00000129,-0.00000129,,,,,,,0.01998,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5054.00,-0.020,[Fe/H],Kepler-1148,0.77,0.81,,0.04,-0.04,0.04,-0.04
Kepler-758 c,0,0,0.151,,,,0.033,-0.026,,,4.75793986,,0.00003846,-0.00003846,,,,,,,0.01121,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6228.00,-0.100,[Fe/H],Kepler-758,1.42,1.16,,0.31,-0.23,0.12,-0.08
Kepler-372 d,0,0,0.151,,,,0.065,-0.065,,,30.09256800,0.201000,0.00068000,-0.00068000,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6509.00,,,Kepler-372,1.14,,,0.49,-0.49,,
Kepler-269 c,0,0,0.151,,,,0.071,-0.071,,,8.12789900,0.081000,0.00014900,-0.00014900,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5847.00,,,Kepler-269,0.96,,,0.43,-0.43,,
Kepler-363 c,0,0,0.151,,,,0.024,-0.024,,,7.54242700,0.079000,0.00005800,-0.00005800,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5593.00,,,Kepler-363,1.49,,,0.23,-0.23,,
Kepler-848 b,0,0,0.152,,,,0.028,-0.022,,,6.91134416,,0.00002461,-0.00002461,,,,,,,0.01336,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5695.00,0.150,[Fe/H],Kepler-848,1.20,1.01,,0.18,-0.17,0.04,-0.04
Kepler-830 b,0,0,0.152,,,,0.054,-0.022,,,11.29695137,,0.00006299,-0.00006299,,,,,,,0.01445,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6037.00,-0.020,[Fe/H],Kepler-830,1.11,1.07,,0.31,-0.14,0.12,-0.09
Kepler-1320 b,0,0,0.152,,,,0.006,-0.010,,,0.86838653,,0.00000116,-0.00000116,,,,,,,0.02147,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4817.00,0.100,[Fe/H],Kepler-1320,0.74,0.80,,0.03,-0.03,0.03,-0.04
Kepler-1115 b,0,0,0.152,,,,0.026,-0.018,,,23.55407250,,0.00013560,-0.00013560,,,,,,,0.00869,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,8480.00,-0.510,[Fe/H],Kepler-1115,1.73,1.60,,0.29,-0.20,0.10,-0.10
Kepler-1210 b,0,0,0.152,,,,0.027,-0.012,,,8.07124073,,0.00004899,-0.00004899,,,,,,,0.01677,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5568.00,0.040,[Fe/H],Kepler-1210,0.92,0.94,,0.16,-0.07,0.04,-0.05
K2-131 b,1,0,0.152,,,,0.008,-0.004,,,0.36931000,0.009500,0.00001000,-0.00001000,0.000000,0.000000,,,,,0.02070,Transit,0,1,Space,K2,2017,Livingston et al. 2018,Dai et al. 2017,2018-07-12,,,5245.00,-0.170,[Fe/H],K2-131,0.75,0.84,,0.01,-0.01,0.01,-0.01
EPIC 206024342 b,0,0,0.152,,,,0.053,-0.028,,,4.50756000,,0.00062000,-0.00060000,,,,,,,0.01470,Transit,0,1,Space,K2,2019,Heller et al. 2019,Heller et al. 2019,2019-06-13,,,,,,EPIC 206024342,,0.93,,,,0.08,-0.10
Kepler-1138 b,0,0,0.152,,,,0.021,-0.012,,,3.17060005,,0.00001019,-0.00001019,,,,,,,0.01713,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5582.00,0.040,[Fe/H],Kepler-1138,0.92,0.95,,0.13,-0.06,0.04,-0.04
HD 3167 b,1,0,0.152,,,,0.007,-0.007,,,0.95962400,0.018600,0.00002800,-0.00002800,0.000300,-0.000300,,,,,0.01790,Transit,0,1,Space,K2,2016,Livingston et al. 2018,Vanderburg et al. 2016,2018-10-26,,,5528.00,-0.020,[Fe/H],HD 3167,0.87,0.94,K0 V,0.01,-0.01,0.04,-0.04
Kepler-341 c,0,0,0.152,,,,0.077,-0.077,,,8.01041000,0.080000,0.00004900,-0.00004900,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6012.00,,,Kepler-341,1.02,,,0.52,-0.52,,
Kepler-311 b,0,0,0.152,,,,0.029,-0.029,,,9.17609200,0.087000,0.00005700,-0.00005700,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5905.00,,,Kepler-311,1.19,,,0.23,-0.23,,
Kepler-60 b,0,0,0.153,0.01318,Mass,0,0.012,-0.012,0.00176,-0.00164,7.13340000,,0.00010000,-0.00010000,,,,,4.62000,,,Transit,1,0,Space,Kepler,2012,Jontof-Hutter et al. 2016,Steffen et al. 2013,2016-04-07,2013-01,318.0000,5905.00,-0.090,[Fe/H],Kepler-60,1.26,1.04,,0.09,-0.09,0.08,-0.08
K2-265 b,1,0,0.153,0.02058,Mass,0,0.010,-0.010,0.00264,-0.00264,2.36917200,0.033760,0.00008900,-0.00008900,0.000210,-0.000210,0.084000,87.700,7.10000,,0.01604,Transit,0,1,Space,K2,2018,Lam et al. 2018,Lam et al. 2018,2018-10-04,,,5477.00,0.078,[Fe/H],K2-265,0.98,0.92,G8 V,0.05,-0.05,0.02,-0.02
Kepler-1167 b,0,0,0.153,,,,0.011,-0.011,,,1.00393374,,0.00000268,-0.00000268,,,,,,,0.02103,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4971.00,-0.050,[Fe/H],Kepler-1167,0.75,0.79,,0.04,-0.04,0.04,-0.05
K2-58 d,0,0,0.153,,,,0.022,-0.022,,,22.88270000,0.151700,0.00400000,-0.00400000,0.004600,-0.004600,,,,,0.01800,Transit,0,1,Space,K2,2016,Crossfield et al. 2016,Crossfield et al. 2016,2016-07-18,,24.6000,5413.00,,,K2-58,0.86,0.89,,0.10,-0.10,0.08,-0.08
Kepler-1450 b,0,0,0.153,,,,0.012,-0.010,,,54.50941660,,0.00052700,-0.00052700,,,,,,,0.02326,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4524.00,-0.020,[Fe/H],Kepler-1450,0.68,0.71,,0.03,-0.04,0.03,-0.04
Kepler-1336 c,0,0,0.153,,,,0.024,-0.031,,,5.77721211,,0.00002788,-0.00002788,,,,,,,0.01097,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5512.00,0.050,[Fe/H],Kepler-1336,1.30,0.94,,0.19,-0.26,0.05,-0.04
Kepler-1046 b,0,0,0.153,,,,0.011,-0.010,,,14.37508035,,0.00004094,-0.00004094,,,,,,,0.01456,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5913.00,0.000,[Fe/H],Kepler-1046,1.04,1.04,,0.07,-0.06,0.04,-0.04
Kepler-1002 b,0,0,0.153,,,,0.005,-0.004,,,4.33642933,,0.00000695,-0.00000695,,,,,,,0.00958,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6144.00,0.040,[Fe/H],Kepler-1002,1.57,1.22,,0.05,-0.04,0.05,-0.05
KOI-94 b,1,0,0.153,0.03300,Mass,0,0.014,-0.014,0.01400,-0.01400,3.74320800,0.051190,0.00001500,-0.00001500,0.000670,-0.000670,0.250000,89.300,10.10000,,0.01031,Transit,1,0,Space,Kepler,2013,Weiss et al. 2013,Weiss et al. 2013,2014-05-14,2013-05,,6182.00,0.023,[Fe/H],KOI-94,1.52,1.28,,0.14,-0.14,0.05,-0.05
Kepler-69 c,0,0,0.153,,,,0.030,-0.021,,,242.46130000,0.640000,0.00590000,-0.00640000,0.150000,-0.110000,0.140000,89.850,,,0.01680,Transit,1,0,Space,Kepler,2013,Barclay et al. 2013,Barclay et al. 2013,2014-05-14,2013-05,,5638.00,-0.290,[Fe/H],Kepler-69,0.93,0.81,G4 V,0.18,-0.12,0.09,-0.08
Kepler-317 c,0,0,0.153,,,,0.070,-0.070,,,8.77501000,0.083000,0.00011300,-0.00011300,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5497.00,,,Kepler-317,0.94,,,0.43,-0.43,,
Kepler-221 b,0,0,0.153,,,,0.015,-0.015,,,2.79590600,0.037000,0.00000400,-0.00000400,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5243.00,,,Kepler-221,0.82,,,0.07,-0.07,,
Kepler-404 c,0,0,0.153,,,,0.076,-0.076,,,14.75116600,0.118000,0.00026100,-0.00026100,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5654.00,,,Kepler-404,0.88,,,0.33,-0.33,,
Kepler-50 b,0,0,0.153,,,,0.004,-0.009,,,7.81254000,0.077000,0.00010000,-0.00010000,0.012000,-0.020000,,,,,,Transit,1,0,Space,Kepler,2012,Chaplin et al. 2013,Steffen et al. 2013,2014-05-14,2013-01,,6225.00,0.030,[Fe/H],Kepler-50,1.58,1.24,,0.02,-0.02,0.05,-0.05
Kepler-401 b,0,0,0.153,,,,0.036,-0.036,,,14.38303500,0.122000,0.00021100,-0.00021100,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6117.00,,,Kepler-401,1.33,,,0.24,-0.24,,
Kepler-160 b,0,0,0.153,,,0,0.005,-0.004,,,4.30939700,0.055110,0.00001300,-0.00001200,0.001900,-0.003700,,,,,0.01399,Transit,1,0,Space,Kepler,2014,Heller et al. 2020,Rowe et al. 2014,2020-07-09,2014-03,,5471.00,,,Kepler-160,1.12,,,0.01,-0.04,,
Kepler-927 b,0,0,0.153,,,,0.036,-0.013,,,9.11499030,,0.00003533,-0.00003533,,,,,,,0.01583,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5743.00,0.030,[Fe/H],Kepler-927,0.99,0.99,,0.23,-0.08,0.05,-0.05
Kepler-514 b,0,0,0.153,,,,0.025,-0.017,,,5.65179605,,0.00001087,-0.00001087,,,,,,,0.01076,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6106.00,0.360,[Fe/H],Kepler-514,1.44,1.28,,0.23,-0.16,0.07,-0.05
Kepler-1397 b,0,0,0.153,,,,0.017,-0.012,,,47.44995500,,0.00075200,-0.00075200,,,,,,,0.01374,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6026.00,0.000,[Fe/H],Kepler-1397,1.12,1.09,,0.11,-0.08,0.04,-0.05
Kepler-560 b,0,0,0.153,,,,0.008,-0.008,,,18.47764449,,0.00001517,-0.00001517,,,,,,,0.04790,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Mann et al. 2017,2016-05-10,,,3556.00,-0.390,[Fe/H],Kepler-560,0.33,0.34,,0.02,-0.02,0.02,-0.02
Kepler-327 d,0,0,0.154,,,,0.009,-0.009,,,13.96945700,0.090000,0.00003100,-0.00003100,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,3799.00,,,Kepler-327,0.49,,,0.02,-0.02,,
Kepler-231 b,0,0,0.154,,,,0.011,-0.011,,,10.06527500,0.074000,0.00002700,-0.00002700,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,3767.00,,,Kepler-231,0.49,,M1 V,0.02,-0.02,,
Kepler-238 b,0,0,0.154,,,,0.036,-0.036,,,2.09087600,0.034000,0.00002000,-0.00002000,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5751.00,,,Kepler-238,1.43,,,0.26,-0.26,,
LHS 1140 b,1,0,0.154,0.02196,Mass,0,0.003,-0.003,0.00280,-0.00280,24.73695900,0.093600,0.00008000,-0.00008000,0.002400,-0.002400,0.060000,89.890,7.50000,,0.07390,Transit,0,0,Ground,MEarth Project,2017,Ment et al. 2019,Dittmann et al. 2017,2018-12-06,,0.5030,3216.00,-0.240,[Fe/H],LHS 1140,0.21,0.18,M4.5 V,0.00,-0.00,0.01,-0.01
Kepler-1608 b,0,0,0.154,,,,0.014,-0.017,,,16.47356860,,0.00016980,-0.00016980,,,,,,,0.02185,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4992.00,-0.240,[Fe/H],Kepler-1608,0.72,0.75,,0.05,-0.07,0.05,-0.07
Kepler-1468 b,0,0,0.154,,,,0.037,-0.017,,,8.23984869,,0.00003988,-0.00003988,,,,,,,0.01487,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5893.00,0.030,[Fe/H],Kepler-1468,1.05,1.04,,0.18,-0.11,0.08,-0.07
Kepler-1478 b,0,0,0.154,,,,0.042,-0.017,,,26.08405940,,0.00051210,-0.00051210,,,,,,,0.01539,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5904.00,0.030,[Fe/H],Kepler-1478,1.06,1.04,,0.28,-0.11,0.07,-0.07
Kepler-1522 b,0,0,0.154,,,,0.021,-0.012,,,1.84788917,,0.00000272,-0.00000272,,,,,,,0.01675,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5706.00,-0.070,[Fe/H],Kepler-1522,0.93,0.96,,0.12,-0.07,0.06,-0.06
K2-148 c,0,0,0.154,,,,0.021,-0.019,,,6.92260000,0.061600,0.00070000,-0.00070000,0.001900,-0.001900,,,,,0.02510,Transit,0,1,Space,K2,2018,Hirano et al. 2018,Hirano et al. 2018,2018-02-01,,26.5000,4079.00,-0.110,[Fe/H],K2-148,0.63,0.65,,0.06,-0.06,0.06,-0.06
Kepler-166 d,0,0,0.154,,,,0.013,-0.009,,,1.55400393,,0.00000144,-0.00000144,,,,,,,0.01902,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5413.00,,,Kepler-166,0.74,,,0.38,-0.38,,
Kepler-1126 b,0,0,0.154,,,,0.019,-0.012,,,108.59332900,,0.00100300,-0.00100300,,,,,,,0.01719,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5798.00,-0.260,[Fe/H],Kepler-1126,0.93,0.92,,0.11,-0.07,0.05,-0.06
Kepler-1153 b,0,0,0.154,,,,0.019,-0.010,,,1.75583533,,0.00000439,-0.00000439,,,,,,,0.01848,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5470.00,0.030,[Fe/H],Kepler-1153,0.88,0.91,,0.10,-0.05,0.04,-0.04
Kepler-1059 b,0,0,0.154,,,,0.011,-0.013,,,3.76419105,,0.00000954,-0.00000954,,,,,,,0.02192,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4906.00,-0.150,[Fe/H],Kepler-1059,0.72,0.75,,0.04,-0.06,0.04,-0.06
Kepler-1070 b,0,0,0.154,,,,0.072,-0.022,,,6.22161470,,0.00001944,-0.00001944,,,,,,,0.01211,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6261.00,0.030,[Fe/H],Kepler-1070,1.32,1.21,,0.61,-0.19,0.20,-0.10
Kepler-1350 c,0,0,0.154,,,,0.011,-0.016,,,1.76678906,,0.00000712,-0.00000712,,,,,,,0.03045,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,3827.00,-0.060,[Fe/H],Kepler-1350,0.53,0.55,,0.03,-0.05,0.03,-0.05
K2-133 e,0,0,0.154,,,,0.012,-0.012,,,26.58410000,0.134600,0.00180000,-0.00170000,0.001100,-0.001100,,89.164,,,0.03480,Transit,0,1,Space,K2,2019,Wells et al. 2019,Wells et al. 2019,2019-05-23,2019-05,1.8000,3655.00,,,K2-133,0.46,0.46,M1.5 V,0.02,-0.02,0.01,-0.01
Kepler-260 c,0,0,0.155,,,,0.048,-0.048,,,76.05017800,0.332000,0.00102600,-0.00102600,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5250.00,,,Kepler-260,0.86,,,0.23,-0.23,,
Kepler-33 b,1,0,0.155,,,,0.016,-0.016,,,5.66793000,0.067700,0.00012000,-0.00012000,0.001400,-0.001400,0.000000,86.390,,,0.00877,Transit,1,0,Space,Kepler,2011,Lissauer et al. 2012,Lissauer et al. 2012,2014-05-14,2012-05,,5904.00,0.025,[Fe/H],Kepler-33,1.82,1.29,,0.14,-0.18,0.06,-0.12
TOI-1235 b,1,0,0.155,0.02174,Mass,0,0.008,-0.007,0.00236,-0.00267,3.44472900,0.038450,0.00003100,-0.00002800,0.000370,-0.000400,0.150000,88.100,7.40000,,0.02540,Transit,0,0,Space,Transiting Exoplanet Survey Satellite (TESS),2020,Cloutier et al. 2020,Cloutier et al. 2020,2020-06-04,2020-04,53.6000,3872.00,0.050,[Fe/H],TOI-1235,0.63,0.64,,0.01,-0.01,0.02,-0.02
K2-252 b,0,0,0.155,,,,0.015,-0.011,,,13.81513000,0.104100,0.00461000,-0.00448000,0.000800,-0.000700,,,,,0.01930,Transit,0,1,Space,K2,2018,Livingston et al. 2018,Livingston et al. 2018,2018-07-12,,,5152.00,-0.090,[Fe/H],K2-252,0.82,0.79,,0.01,-0.01,0.02,-0.01
Kepler-1375 b,0,0,0.155,,,,0.061,-0.030,,,3.30041920,,0.00001505,-0.00001505,,,,,,,0.00918,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6704.00,0.090,[Fe/H],Kepler-1375,1.78,1.47,,0.69,-0.34,0.22,-0.16
Kepler-918 b,0,0,0.155,,,,0.036,-0.019,,,4.85386933,,0.00003676,-0.00003676,,,,,,,0.01358,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6028.00,0.060,[Fe/H],Kepler-918,1.14,1.11,,0.26,-0.12,0.10,-0.07
Kepler-615 b,0,0,0.155,,,,0.008,-0.009,,,10.35584657,,0.00001854,-0.00001854,,,,,,,0.02308,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4655.00,-0.070,[Fe/H],Kepler-615,0.69,0.73,,0.03,-0.04,0.04,-0.04
HD 213885 b,1,0,0.156,0.02778,Mass,0,0.005,-0.005,0.00208,-0.00205,1.00803500,0.020120,0.00002100,-0.00002000,0.000150,-0.000120,0.000000,80.090,9.15000,,0.01453,Transit,0,0,Space,Transiting Exoplanet Survey Satellite (TESS),2019,Espinoza et al. 2020,Espinoza et al. 2020,2019-12-05,2019-11,,5978.00,-0.040,[Fe/H],HD 213885,1.10,1.07,G,0.01,-0.01,0.02,-0.02
Kepler-347 c,0,0,0.156,,,,0.075,-0.075,,,27.32087100,0.183000,0.00045700,-0.00045700,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6088.00,,,Kepler-347,1.00,,,0.46,-0.46,,
Kepler-403 c,0,0,0.156,,,,0.029,-0.029,,,54.28074900,0.297000,0.00056200,-0.00056200,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,6090.00,,,Kepler-403,1.33,,,0.24,-0.24,,
Kepler-215 e,0,0,0.156,,,,0.037,-0.037,,,68.16101000,0.314000,0.00063000,-0.00063000,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5739.00,,,Kepler-215,1.03,,,0.24,-0.24,,
Kepler-124 c,0,0,0.156,,,,0.008,-0.008,,,13.82137500,0.100000,0.00003700,-0.00003700,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,4984.00,,,Kepler-124,0.64,,,0.03,-0.03,,
Kepler-301 d,0,0,0.156,,,,0.084,-0.084,,,13.75124300,0.112000,0.00008100,-0.00008100,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5815.00,,,Kepler-301,0.90,,,0.48,-0.48,,
Kepler-245 e,0,0,0.156,,,,0.007,-0.005,,,3.21982106,,0.00000474,-0.00000474,,,,,,,0.02012,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5100.00,,,Kepler-245,0.80,,,0.05,-0.05,,
Kepler-1516 b,0,0,0.156,,,,0.044,-0.017,,,7.25931979,,0.00003612,-0.00003612,,,,,,,0.01490,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5904.00,0.030,[Fe/H],Kepler-1516,1.07,1.04,,0.23,-0.12,0.07,-0.06
K2-244 b,0,0,0.156,,,,0.012,-0.009,,,21.06884000,0.141800,0.00320000,-0.00325000,0.001000,-0.001100,,,,,0.01740,Transit,0,1,Space,K2,2018,Livingston et al. 2018,Livingston et al. 2018,2018-07-12,,,5677.00,-0.290,[Fe/H],K2-244,0.92,0.86,,0.02,-0.01,0.02,-0.02
Kepler-1100 b,0,0,0.156,,,,0.073,-0.026,,,6.42200058,,0.00002182,-0.00002182,,,,,,,0.01189,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6247.00,0.050,[Fe/H],Kepler-1100,1.34,1.21,,0.63,-0.22,0.20,-0.11
Kepler-939 b,0,0,0.156,,,,0.028,-0.018,,,14.87829600,,0.00012560,-0.00012560,,,,,,,0.01880,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5471.00,-0.120,[Fe/H],Kepler-939,0.85,0.88,,0.09,-0.07,0.06,-0.06
Kepler-1243 b,0,0,0.156,,,,0.025,-0.015,,,16.83207290,,0.00008923,-0.00008923,,,,,,,0.01667,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5667.00,0.010,[Fe/H],Kepler-1243,0.94,0.96,,0.15,-0.07,0.05,-0.06
Kepler-1279 b,0,0,0.156,,,,0.079,-0.024,,,23.47741010,,0.00024450,-0.00024450,,,,,,,0.01180,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6221.00,0.060,[Fe/H],Kepler-1279,1.33,1.21,,0.62,-0.19,0.19,-0.10
K2-216 b,1,0,0.156,0.02517,Mass,0,0.015,-0.009,0.00503,-0.00503,2.17480000,0.028000,0.00005000,-0.00005000,0.003000,-0.007000,0.000000,86.900,8.20000,,0.02210,Transit,0,1,Space,K2,2018,Persson et al. 2018,Mayo et al. 2018,2018-11-01,2018-02,248.0000,4503.00,0.000,[Fe/H],K2-216,0.72,0.70,K5 V,0.03,-0.03,0.03,-0.03
Kepler-133 b,0,0,0.157,,,,0.027,-0.027,,,8.12997600,0.083000,0.00003800,-0.00003800,,,,,,,,Transit,1,0,Space,Kepler,2014,Rowe et al. 2014,Rowe et al. 2014,2014-05-14,2014-03,,5736.00,,,Kepler-133,1.43,,,0.24,-0.24,,
Kepler-1313 b,0,0,0.157,,,,0.005,-0.007,,,3.83309118,,0.00000534,-0.00000534,,,,,,,0.01950,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5453.00,0.000,[Fe/H],Kepler-1313,0.85,0.92,,0.03,-0.03,0.03,-0.03
Kepler-916 b,0,0,0.157,,,,0.012,-0.012,,,32.29687980,,0.00024890,-0.00024890,,,,,,,0.01996,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5248.00,-0.050,[Fe/H],Kepler-916,0.81,0.85,,0.05,-0.04,0.04,-0.05
Kepler-1062 b,0,0,0.157,,,,0.008,-0.009,,,9.30412078,,0.00002394,-0.00002394,,,,,,,0.02278,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4597.00,0.110,[Fe/H],Kepler-1062,0.70,0.75,,0.02,-0.03,0.03,-0.04
Kepler-755 b,0,0,0.157,,,,0.005,-0.028,,,1.26909037,,0.00000100,-0.00000100,,,,,,,0.02119,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5043.00,-0.010,[Fe/H],Kepler-755,0.77,0.82,,0.02,-0.02,0.03,-0.04
Kepler-888 b,0,0,0.157,,,,0.007,-0.005,,,70.69790610,,0.00030860,-0.00030860,,,,,,,0.01802,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5875.00,-0.210,[Fe/H],Kepler-888,0.90,0.97,,0.03,-0.03,0.03,-0.03
Kepler-1465 b,0,0,0.158,,,,0.031,-0.017,,,31.82771110,,0.00012190,-0.00012190,,,,,,,0.02320,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,4726.00,-0.060,[Fe/H],Kepler-1465,0.71,0.75,,0.03,-0.04,0.04,-0.05
Kepler-1489 b,0,0,0.158,,,,0.021,-0.016,,,82.29475100,,0.00179900,-0.00179900,,,,,,,0.01797,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,5655.00,-0.130,[Fe/H],Kepler-1489,0.90,0.93,,0.11,-0.07,0.05,-0.06
Kepler-904 b,0,0,0.158,,,,0.053,-0.021,,,3.02166863,,0.00000893,-0.00000893,,,,,,,0.01250,Transit,1,0,Space,Kepler,2016,Morton et al. 2016,Morton et al. 2016,2016-05-10,,,6160.00,0.050,[Fe/H],Kepler-904,1.25,1.16,,0.42,-0.16,0.14,-0.09
